ITEM,HS CODE,GOODS DESCRIPTION 
2451,70099200,Framed glass mirrors (excl. rear-view for vehicles)
2452,70101000,Glass ampoules
2453,70102000,"Stoppers, lids and other closures of glass"
2454,70109000,"Carboys, bottles, flasks, jars, & other glass containers"
2455,70111000,"Open glass envelopes (incl. bulbs and tubes), for electric lighting"
2456,70112000,"Open glass envelopes (incl. bulbs and tubes), for cathode-ray tubes"
2457,70119000,"Open glass envelopes (incl. bulbs and tubes), nes"
2458,70131000,"Glass-ceramic objects, used for table, kitchen..., nes"
2459,70132200,"Stemware drinking glasses, other than of glass-ceramics of lead crystal"
2460,70132800,"Other stemware drinking glasses, other than of glass-ceramics"
2461,70133300,"Other drinking glasses, other than of glass ceramics of lead crystal"
2462,70133700,"Other drinking glasses, other than of glass ceramics nes"
2463,70134100,Glassware of a kind used for table or kitchen purposes of lead crystal
2464,70134200,Glassware having a linear coefficient of expansion < 5*10 per kelvin within 0 to 300deg
2465,70134900,Other Glassware of a kind used for table
2466,70139100,"Glassware for toilet, office, indoor decorations, etc, of lead crystal"
2467,70139900,"Glassware for toilet, office, indoor decorations, etc, nes"
2468,70151000,"Glasses for corrective spectacles, not optically worked"
2469,70161000,"Glass cubes and other glass smallwares, for decorative purposes"
2470,70169000,"Paving blocks... of glass, for building or construction purposes, nes"
2471,70171000,"Laboratory, hygienic or pharmaceutical glassware, of fused quartz..."
2472,70172000,"Laboratory, hygienic or pharmaceutical glassware, lce =<5x10-6/k"
2473,70179000,"Laboratory, hygienic or pharmaceutical glassware, nes"
2474,70181010,Glass beads
2475,70181090,"Other glass smallware (incl. beads, imitation pearls/stones, etc)"
2476,70189000,"Glass beads,imit.pearls,imit.precious/semi-precious stones and similar articles"
2477,70191200,Rovings of glass fibres
2478,70191900,Slivers/yarn of glass fibres;chopped strands glass fibres of length >50mm
2479,70193100,Nonwoven mats of glass fibre (incl. glass wool)
2480,70193200,"Nonwoven thin sheets (voiles), of glass fibre (incl. glass wool)"
2481,70193900,"Nonwoven webs,mattresses,boards & similar nonwoven products of glass fibre"
2482,70194000,Woven fabrics of rovings of glass fibre
2483,70195100,"Woven fabrics of glass fibre, of a width <= 30 cm"
2484,70195900,Woven fabrics of glass fibre nes
2485,70199000,"Articles of glass fibre (incl. glass wool), nes"
2486,70200000,"Other articles of glass, nes"
2487,71021000,Unsorted diamonds
2488,71022100,"Industrial diamonds unworked or simply sawn, cleaved or bruted"
2489,71031000,"Precious (excl. diamonds) or semi-precious stones, unworked"
2490,71039100,"Rubies, sapphires and emeralds, worked but not set..."
2491,71039900,"Precious or semi-precious stones, worked but not set..., nes"
2492,71042000,"Synthetic or reconstructed precious or semi-precious stones, unworked..."
2493,71059000,"Dust... of natural or synthetic precious or semi-precious stones, nes"
2494,71069200,Semi-manufactured silver (incl. silver plated with gold or platinum)
2495,71070000,"Base metals clad with silver, not further worked than semi-manufactured"
2496,71081300,"Semi-manufactured gold (incl. gold plated with platinum), non-monetary"
2497,71101100,Platinum unwrought or in powder form
2498,71131110,Jewellery parts;raw and unfinished of silver whether or not plated with precious metal
2499,71131190,Other articles of jewellery & parts thereof of silver NES
2500,71131990,Other articles & parts of precious metal(EXCL. SILVER)
2501,71132090,Other articles of jewellery of base metal clad with precious metal
2502,71141100,Articles of goldsmiths' or silversmiths' wares of silver
2503,71141900,"Articles of goldsmiths' or silversmiths' wares of precious metals, nes"
2504,71142000,Articles of goldsmiths'... wares of base metal clad with precious metal
2505,71151000,"Catalysts in the form of wire cloth or grill, of platinum"
2506,71159000,"Articles of metal clad with precious metal, nes"
2507,71161000,Articles of natural or cultured pearls
2508,71162000,Articles of precious or semi-precious stones (excl. pearls)
2509,71171100,Cuff-links and studs of base metal (incl. plated)
2510,71171990,"Other imitation jewellery of base metal (incl. plated), NES"
2511,71179090,Other imitation jewellery (excl. of base metal)
2512,71189000,Coin of legal tender
2513,72011000,"Non-alloy pig iron containing, =<0.5% phosphorus, in pigs, blocks"
2514,72012000,"Non-alloy pig iron containing, >0.5% phosphorus, in pigs, blocks"
2515,72021100,"Ferro-manganese, containing by weight >2% carbon"
2516,72021900,"Ferro-manganese, containing by weight =<2% carbon"
2517,72022100,"Ferro-silicon, containing by weight >55% silicon"
2518,72022900,"Ferro-silicon, containing by weight =<55% silicon"
2519,72023000,Ferro-silico-manganese
2520,72024100,"Ferro-chromium, containing by weight >4% carbon"
2521,72024900,"Ferro-chromium, containing by weight =<4% carbon"
2522,72027000,Ferro-molybdenum
2523,72028000,Ferro-tungsten and ferro-silico-tungsten
2524,72029100,Ferro-titanium and ferro-silico-titanium
2525,72029900,"Ferro-alloys, nes"
2526,72039000,"Spongy ferrous products, nes, and 99.94% pure iron, in lumps, pellets..."
2527,72041000,Waste and scrap of cast iron
2528,72042100,Waste and scrap of stainless steel
2529,72042900,Waste and scrap of alloy steel (excl. stainless)
2530,72043000,Waste and scrap of tinned iron or steel
2531,72044900,"Ferrous waste and scrap, nes"
2532,72051000,"Granules, of pig iron, spiegelelsen, iron or steel"
2533,72069000,"Iron and non-alloy steel, in primary forms (excl. ingots), nes"
2534,72071100,"Semi-products of iron/steel, <0.25% carbon, of rectengular (incl. square) cross section"
2535,72071900,"Semi-products of iron or non-alloy steel, <0.25% carbon, nes"
2536,72072010,"Semi-products of high carbon steel, >=0.25% carbon"
2537,72081000,"Flat/hot-rolled iron/steel,in coils,width >=600mm, with patterns in relief"
2538,72082500,"Flat/hot-rolled iron/steel,in coils,width >=600mm,pickled, >=4.75mm thick"
2539,72082600,"Flat/hotrolled iron/steel,in coils,wid>=600mm,pickled,>=3mm but<4.75mm thick"
2540,72082700,"Flat/hot-rolled iron/steel,in coils, width >=600mm, pickled, <3 mm thick"
2541,72083600,"Flat/hot-rolled iron/steel,in coils,width>=600mm,not pickled,>10mm thick"
2542,72083700,"Flat/hotrolled iron/steel,in coils,wid>=600mm,not pckld,>=4.75mm BUT<=10MM"
2543,72083800,"Flat/hotrolld iron/steel,coils,wid.>=600mm,not PICKLD>=3MM BUT<4.75MMTHICK"
2544,72083900,"Flat/hot-rolled iron/steel,in colis, width >=600mm, not pickled,<3mm thick"
2545,72084000,"Flat/hotrolled iron/steel,not coils,width>=600mm,with patterns in relief"
2546,72085100,"Flat/hot-rolled iron/steel,not in coils, width >=600mm, > 10mm thick"
2547,72085200,"Flat/hotrolled iron/steel,not in coils,wid>=600mm,>=4.75mm but <=10mm thck"
2548,72085300,"Flat/hotrolled iron/steel,not coils,width>=600mm, >=3mm but <4.75mm thick"
2549,72085400,"Flat/hot-rolled iron/steel,not in coils, width >=600mm, <3mm thick"
2550,72089000,"Flat/hotrolled iron/steel,width>=600mm nes inc.furthr workd than hotrolled"
2551,72091600,"Flat/cold-rolled iron/steel, in coils, width >=600mm, >1mm but <3mm thick"
2552,72091700,"Flat/coldrolled iron/steel,in coils,width >=600mm, >=0.5mm but <=1mm thick"
2553,72091800,"Flat/cold-rolled iron/steel, in coils, width >=600mm, < 0.5mm thick"
2554,72092600,"Flat/cold-rolled iron/steel,not in coils,width>=600mm, >1mm BUT<3mm thick"
2555,72092700,"Flat/coldrolled iron/steel,not in coils,wid>=600mm,>=0.5mm but <=1mm thick"
2556,72092800,"Flat/cold-rolled iron/steel, not in coils, width >=600mm, < 0.5mm thick"
2557,72099000,"Flat/coldrolled iron/non-alloy steel,wid>=600mm,not clad,plated/coated nes"
2558,72101100,"Flatrolled iron/steel, width>=600mm, >= 0.5mm thick,clad,plated...with tin"
2559,72101200,"Flat-rolled iron/steel, width >=600mm, <0.5mm thick, plated... with tin"
2560,72103000,"Flat-rolled iron/steel, width >=600mm, electro-plated or coated with zinc"
2561,72104100,"Flatrolld iron/steel,wid.>=600mm,plated wth zinc(exc.electroplatd)corrugtd"
2562,72104910,"Galvanised zinc coated steel coils,wid.>=600mm, exc electroplated...nes"
2563,72104990,"Other flatrolled iron/steel,wid.>=600mm,zinc plated, EXC.GALVANISED..."
2564,72105000,"Rolled iron/steel,width>=600mm,plated with chromium oxides/cr. & cr oxides"
2565,72106100,"Rolled iron/steel,width>=600mm,plated or coated with aluminium-zinc alloys"
2566,72106900,"Rolled iron/steel,width>=600mm, otherwise plated/coated with aluminium nes"
2567,72107000,"Rolled iron/steel, width >=600mm,painted,varnished,or coated with PLASTICS"
2568,72109000,"Rolled iron/steel, width >=600mm, otherwise clad,plated or coated nes"
2569,72111300,"Hotrolled iron/steel,on 4 faces,wid>150mm but<600mm,>=4mm thick,not coils"
2570,72111400,"Flat/hotrolled iron/steel,wid<600mm,>=4.75mm thick,not CLAD/PLATED ETC NES"
2571,72111900,"Flat/hotrolled iron/nonalloy steel,width<600mm,<4.75mm thick,not CLAD..NES"
2572,72112300,"Flat/cold-rolled iron/steel,width <600mm, containing by weight < 0.25% carbon"
2573,72119000,"Flatrolled iron/nonalloy steel,wid<600mm,nes(inc.furthr worked than ROLLED"
2574,72122000,"Flatrolled iron/nonalloy steel,width<600mm,electro-plated/coated WITH ZINC"
2575,72123000,"Flatrolled iron/steel,width<600mm,zinc plated/coated (excl.electro-plated)"
2576,72124000,"Flatrolled iron/steel,width<600mm,painted,varnished or COATED WITH PLASTIC"
2577,72125000,"Flat-rolled iron or non-alloy steel, width <600mm, plated or coated, nes"
2578,72126000,"Flat-rolled iron or non-alloy steel, width <600mm, clad"
2579,72131000,"Hotrolled iron/steel bars &rods,in coils,cont. indentations,ribs,grooves.....by rolling"
2580,72132000,"Hot-rolled bars & rods of free-cutting steel, in coils"
2581,72139100,"Hot rolled iron/steel bars &rods,in coils,circular cross-sect<14mm diameter"
2582,72139900,"Hot-rolled iron/non-alloy steel bars & rods,in irregularly wound coils nes"
2583,72141000,"Iron or non-alloy steel bars and rods, forged,"
2584,72142000,"Iron/steel bars & rods,hotrolled,twisted/with deformtns from rolling proc."
2585,72143000,"Bars/rods of free-cutting steel,hot-rolled,hot-drawn or hot-extruded...nes"
2586,72149100,"Iron/steel bars/rods,hot-rolled.,rectangular (other than square) x-section"
2587,72149900,"Iron/steel bars and rods, hot-rolled, hot-drawn or hot extruded, nes"
2588,72151000,"Bars/rods of freecutting steel,not further worked thn cold-formed/finished"
2589,72155000,"Bars/rods of iron/steel,not further worked than cold-formed/cold-finished"
2590,72159000,"Bars/rods of iron/steel,nes(inc furthr worked than coldformed/coldfinished"
2591,72161000,"U, I or H sections of iron/steel, hot-rolled..., <80mm high"
2592,72162100,"L sections of iron/steel, hot-rolled..., <80mm high"
2593,72163100,"U sections of iron/steel, hot-rolled..., >=80mm high"
2594,72163200,"I sections of iron/steel, hot-rolled..., >=80mm high"
2595,72163300,"H sections of iron/steel, hot-rolled..., >=80mm high"
2596,72164010,"L  sections of iron/steel, hot-rolled..., >=80mm high"
2597,72164020,"T  sections of iron/steel, hot-rolled..., >=80mm high"
2598,72165000,"Angles/shapes/sections of iron/steel,not further worked than hot-rolled nes"
2599,72166100,"Angles,shapes.. of iron/steel,no more workd thn cold-formed,from flat rol."
2600,72166900,"Angles,shapes..of iron/steel,not further worked thn cold formed/finished nes"
2601,72169100,"Angles/sections of iron/steel,cold formed/finishd from flat rolled products nes"
2602,72169900,"Angles, shapes and sections of iron or non-alloy steel, nes"
2603,72171000,"Wire of iron/non-alloy steel,not plated/coated,whether or not polished"
2604,72172000,"Wire of iron or non-alloy steel,plated or coated with zinc"
2605,72173000,"Wire of iron/non-alloy steel,plated or coated with base metals(excl.zinc)"
2606,72179000,"Wire of iron or non-alloy steel, nes"
2607,72181000,"Ingots and other primary forms, of stainless steel"
2608,72191100,"Hot-rolled stainless steel, in coils, >=600mm by >10mm"
2609,72191200,"Hot-rolled stainless steel, in coils, >=600mm by 4.75-10mm"
2610,72191300,"Hot-rolled stainless steel, in coils, >=600mm by 3-4.75mm"
2611,72192100,"Hot-rolled stainless steel, uncoiled, >=600mm by >10mm"
2612,72192200,"Hot-rolled stainless steel,uncoiled,>=600mm by 4.75-10mm"
2613,72192300,"Hot-rolled stainless steel, uncoiled, >=600mm by 3-4.75mm"
2614,72192400,"Hot-rolled stainless steel, uncoiled, >=600mm by <3mm"
2615,72193100,"Cold-rolled stainless steel,  >=600mm by >4.75mm"
2616,72193200,"Cold-rolled stainless steel,  >=600mm by 3-4.75mm"
2617,72193300,"Cold-rolled stainless steel,  >=600mm by 1-3mm"
2618,72193400,"Cold-rolled stainless steel,  >=600mm by 0.5-1mm"
2619,72199000,"Rolled products of stainless steel, >=600mm wide, nes"
2620,72201100,"Hot-rolled stainless steel, <600mm by >=4.75mm"
2621,72201200,"Hot-rolled stainless steel, <600mm by <4.75mm"
